CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X8,22/10/2010,15.6,21.8,10.7,77,0,1011.5,12.3,1.1,244,5.8,214
X8,23/10/2010,16.7,22.8,13.1,75,0,1007.5,12.8,1.6,255,7.4,232
X8,24/10/2010,16.8,22,12.7,68,0,1002.2,11.3,2.4,270,10.5,297
X8,25/10/2010,13.5,17.8,9.4,35,0,1003,14,3.5,325,13.4,311
X8,26/10/2010,12.4,19.4,7.7,36,0,1010.6,14.8,3.5,300,13.9,297
X8,27/10/2010,14.2,21.1,7.7,42,0,1014.3,13.8,1.8,263,7.3,210
X8,28/10/2010,14.3,21.8,9.3,54,0,1012.6,10.5,1.2,270,4.4,305
X8,29/10/2010,16.5,21.3,11.4,75,0,1006.1,10.9,1.7,247,6.5,237
X8,30/10/2010,16,19.8,13.8,63,0,997.7,7.2,2.6,284,8.9,253
X8,31/10/2010,16.2,20.6,12.2,65,1.6,988.5,10.5,2.9,257,11.2,223
X8,01/11/2010,14,17.9,11.4,65,0,996.8,6.5,2.8,307,9.9,331
X8,02/11/2010,15.9,23.2,12.1,57,0,1004.8,10.6,2.2,325,10.9,317
X8,03/11/2010,16.3,22.7,11.9,58,0,1012,12.6,2,304,9.6,310
X8,04/11/2010,17,23.6,12.1,66,0,1018,12,1.3,275,5.7,293
X8,05/11/2010,16.2,20.9,12.7,76,0,1018.6,12.3,1.4,96,6.3,133
X8,06/11/2010,15.4,21.5,11,75,0,1011,11.5,1.5,254,5.8,312
X8,07/11/2010,14.1,19,10.8,64,0,996.9,7.7,1.6,305,9,291
X8,08/11/2010,10.6,14.3,7.7,58,0,983.9,5.1,3.4,288,13,249
X8,09/11/2010,13.7,18.4,9.4,51,0,976.4,10.8,3.5,285,11.5,299
X8,10/11/2010,13.5,17.4,9.9,47,0,990.6,11.8,4.3,288,15.6,291
X8,11/11/2010,12,17.6,7.3,51,0,1007.6,11.7,2.6,289,9.3,305
X8,12/11/2010,15.5,21,10.2,57,0,1007.8,11.1,3,296,11.7,299
X8,13/11/2010,15.7,22.4,11.8,63,0,1001.8,11,2.3,271,8.2,296
X8,14/11/2010,14.6,19.2,11.8,79,0,997.9,7,1.4,245,7.2,217
X8,15/11/2010,13.1,16.8,10.3,59,0,1001.7,7.2,3.7,306,15.4,308
X8,16/11/2010,12.4,17.6,8.8,48,0,1005.6,11.3,5.8,310,15.7,309
X8,17/11/2010,9.9,12.8,6.7,62,0.1,999.6,3.6,3,310,12.4,304
X8,18/11/2010,10.6,15.6,7.6,61,0,1003.6,10.5,2.2,306,9.1,318
X8,19/11/2010,9.4,12.2,5.6,68,0.7,1007.3,4.1,1,290,5.5,299
X8,20/11/2010,9.8,14,6.3,76,1.4,1000,4.2,1.7,286,7,262
X8,21/11/2010,10.2,15,8,64,0,992.1,9.2,3.4,302,14.1,311
X8,22/11/2010,10.3,15.2,7.5,60,0,993.7,9.9,4.2,309,10.8,300
X8,23/11/2010,9.8,15.2,6.3,58,0,998.5,10.2,2.9,312,12.2,317
X8,24/11/2010,9.2,14.2,5.6,58,0,1002.3,10,2.5,299,9,313
X8,25/11/2010,8.6,13.8,4.8,56,0,999.5,9.7,2.9,297,10.7,320
X8,26/11/2010,7.6,13.2,3.9,54,0,998.7,10.1,2.5,297,12.6,314
X8,27/11/2010,8.2,13.9,3.5,58,0.9,993.4,9.2,1.6,327,7.7,304
X8,28/11/2010,8.1,13.2,4.4,47,0,991.3,7.6,3.7,303,11.8,300
X8,29/11/2010,6.3,9.5,1.8,63,0.6,996.7,2.7,1.8,10,9.8,335
X8,30/11/2010,8.6,10.6,6.8,86,7.2,988.5,2.5,2,13,7.4,34
X8,01/12/2010,8.7,13.2,5.8,65,0,990.7,8.6,3.1,287,10.6,293
X8,02/12/2010,6.7,11.1,3.4,56,0,998.2,6.9,3,296,10.8,290
X8,03/12/2010,6,10.6,3.2,53,0,1003,9,3.2,302,10.7,302
X8,04/12/2010,6.2,11.7,1.2,55,0,1011,9,2,301,9,312
X8,05/12/2010,9.7,14.4,5.9,70,0,1004.1,3.9,2.1,273,8.2,273
X8,06/12/2010,13.4,20.6,9,73,0,992.9,4.9,1.8,257,11.7,249
X8,07/12/2010,16.3,21.6,11.7,61,0,993.1,5.1,2.8,266,9.8,266
X8,08/12/2010,17,22.4,13.5,62,1.6,998.8,7.3,2.9,265,9.4,248
X8,09/12/2010,13.9,17.6,10.8,79,1.5,1010.3,3.7,1.9,220,6.1,299
X8,10/12/2010,11.3,15.6,8.9,77,0.1,1018.6,6.8,1.5,278,5.9,316
X8,11/12/2010,10.1,16.3,5.8,64,0,1014,8.9,1.8,273,6.9,302
X8,12/12/2010,11.4,19,6.8,51,0,1002.5,6.8,1.2,307,6.3,306
X8,13/12/2010,10,13.8,6.1,69,0,1004.1,4.5,1.1,237,4.9,12
X8,14/12/2010,9.2,13.6,4.1,57,0,1009.5,4.4,1.7,12,6.6,106
X8,15/12/2010,5.8,11.2,0.8,38,0,1011,8.8,2.8,314,10.4,320
X8,16/12/2010,4.6,9.4,0.3,33,0,1007.9,9.2,4.8,303,12.9,304
X8,17/12/2010,5.7,10.5,2.4,52,0,994.6,5.3,3.2,300,14.4,292
X8,18/12/2010,7.2,12.5,4,62,0,994.5,8.6,1.3,2,5.7,336
X8,19/12/2010,8.8,15.6,5.8,64,0,992.8,5.5,1,267,4.6,326
X8,20/12/2010,9.7,15.6,4.6,55,0,999.8,8.4,3.1,292,13.5,286
X8,21/12/2010,8.7,11.1,6.6,88,6.3,994,0.8,0.8,279,3.9,309
X8,22/12/2010,11,14.4,7.6,95,7,988.1,2.2,1,71,4.7,162
X8,23/12/2010,12,16.6,8,81,5.5,983.8,5.7,2.7,298,12.2,303
X8,24/12/2010,8,12.5,4.6,55,0,992.4,8.9,5.3,311,17.2,309
X8,25/12/2010,6.2,10.7,2.5,33,0,1000.9,9.2,5,312,15.3,320
X8,26/12/2010,4.1,9.7,0.6,33,0,1007.6,9.5,3.6,304,11.6,298
X8,27/12/2010,5.9,12.4,-0.4,55,0,1011,8.5,1.5,268,7.8,237
X8,28/12/2010,7.9,14.4,3.8,73,0,1010.2,7,0.9,278,3.4,320
X8,29/12/2010,9.5,15.2,5.6,80,0,1009.5,6.5,1.1,52,4.9,52
X8,30/12/2010,11.5,13.3,10.4,82,1,1008.2,3.2,2.4,72,6.6,70
X8,31/12/2010,10.7,12.5,9.2,86,4.1,1009,2.6,1.6,46,4.3,31
X8,01/01/2011,10.2,13.5,7.7,84,1.9,1008.9,4.2,0.6,257,3.1,257
X8,02/01/2011,9.4,14.2,5.9,78,2.6,1006.4,8.5,1.8,297,7,289
X8,03/01/2011,7.2,9.6,5,63,0,1009.6,3.6,2.8,315,10.3,336
X8,04/01/2011,6.7,11.5,3.7,64,0,1007.9,6.8,2.1,313,8.4,298
X8,05/01/2011,9.3,14,6.6,79,0.2,1004.7,6.1,0.9,242,3.9,186
X8,06/01/2011,11.1,17.9,7.6,81,0,1003.2,5.9,1.7,262,5.2,216
X8,07/01/2011,11.9,17.8,8.8,83,0,1005,8.2,1.4,245,7.5,230
X8,08/01/2011,13.1,19.2,9.2,60,0,1006.9,9.1,2.1,250,7.8,228
X8,09/01/2011,12.7,18.4,9.2,74,0,1006.4,7,2,288,7.2,68
X8,10/01/2011,11,15,8.2,69,0,1009.8,8.1,1.9,270,6.4,287
X8,11/01/2011,11.4,16.4,6.7,61,0,1007.8,9.1,,,12.2,284
X8,12/01/2011,11.2,17.2,8.6,69,0,1013.6,8.4,,,6.8,295
X8,13/01/2011,12.2,18.4,8.2,71,0,1013.6,9,1.4,293,6.6,289
X8,14/01/2011,12.5,17.6,9,71,0,1012.2,9.5,2,285,7.4,286
X8,15/01/2011,11.7,17.3,7.7,70,0,1017.4,9.6,1.9,258,6.3,210
X8,16/01/2011,9.5,14.8,5.9,79,0,1017.6,9.5,1.6,245,5.7,234
X8,17/01/2011,9.7,14.2,6.9,82,0,1018.3,7.4,1.8,268,5.3,269
X8,18/01/2011,10.2,16.3,5.3,73,0,1016.6,8.4,1,262,4.3,311
X8,19/01/2011,10.6,14,8.5,77,0,1013.5,4.2,1.1,162,4.1,183
X8,20/01/2011,9,12.6,6,71,0,1010.8,5.5,2.1,287,10.3,8
X8,21/01/2011,5.6,11.6,2.5,27,0,1010.8,10.6,3,347,8.8,347
X8,22/01/2011,3.8,8.8,-0.7,45,0,1010.5,9.5,1.7,204,7,109
X8,23/01/2011,3.1,9,-0.7,47,0,1010.9,10.5,2.3,297,7.9,316
X8,24/01/2011,4.7,10.6,-0.3,46,0,1011.8,10.5,1.6,298,7.4,343
X8,25/01/2011,4.9,11.4,0.4,45,0,1008.6,11.3,2.6,294,8.9,308
X8,26/01/2011,5.8,11.4,0.6,60,0,1000.1,11.5,1.9,283,6.7,327
X8,27/01/2011,7.7,9.4,5.2,70,2.8,995.2,2.2,3.1,47,9.9,64
X8,28/01/2011,9.1,11,5.6,74,24.8,998.7,3.4,3.5,72,12.9,279
X8,29/01/2011,8.4,14.5,4.2,77,1.6,997.4,10.2,1.7,290,8.6,333
X8,30/01/2011,7.2,11.4,3.7,75,0,1001.6,6.7,1.7,101,6.9,123
X8,31/01/2011,8,12.5,4.9,70,2.6,1006.5,6.2,1.7,2,7.9,341
X8,01/02/2011,8.2,13,4.2,55,0,1010.6,12,2.9,305,11.1,295
X8,02/02/2011,8.8,14.8,4.5,40,0,1011.8,12.8,4.6,308,15.8,316
X8,03/02/2011,10.1,15.3,4.5,40,0,1016.3,11.5,3.1,301,10.5,294
X8,04/02/2011,10.8,16.9,5.7,55,0,1021.1,12.5,2,283,10.1,313
X8,05/02/2011,10.9,18,5.8,63,0,1020.9,12.5,1.4,266,6.5,316
X8,06/02/2011,12.6,21.7,6.8,50,0,1018.4,13.1,1.1,260,4.6,222
X8,07/02/2011,9.4,16.1,5.4,80,0,1016.5,11.4,1.2,197,4.5,44
X8,08/02/2011,8.1,14,4.5,81,0,1013.3,11.7,1.9,252,5.9,187
X8,09/02/2011,8.9,14,5.2,76,0,1012.6,13.1,2.2,263,7.2,216
X8,10/02/2011,9,14.9,5.7,80,0,1013.8,13.1,2.2,265,7.6,232
X8,11/02/2011,9.9,14.8,6.4,76,0,1011.3,9.9,2.5,255,8.9,206
X8,12/02/2011,9.6,14.5,5.5,78,0,1009.1,11.9,1.8,267,5.8,261
X8,13/02/2011,9.6,14.9,5.5,77,0,1002.6,11.2,2,251,9.2,220
X8,14/02/2011,9.1,11.6,6.4,77,0.5,998.5,2.3,1.4,302,5.9,301
X8,15/02/2011,8.6,11.1,5.8,64,1,993,3.8,1.7,297,7.4,329
X8,16/02/2011,9.9,15.8,6.8,63,0.1,988.3,13.8,3.8,281,12.9,314
X8,17/02/2011,7.4,9.3,6,83,22.1,987.3,1.8,2.6,313,11.3,307
X8,18/02/2011,10.2,16.9,5.2,60,0,1002.2,15.3,3.6,300,12.4,297
X8,19/02/2011,11.3,17.4,6.4,60,0.7,1003.9,9.1,2.5,286,8.9,285
X8,20/02/2011,11.1,14.6,8.1,76,0.1,1004.7,7.1,1.7,251,7.1,191
X8,21/02/2011,11.7,17.1,7.3,62,0,1005.1,12.1,3.1,294,12.3,300
X8,22/02/2011,12.9,19.3,9.9,62,0,1000.6,8.5,3.9,321,13.7,295
X8,23/02/2011,12,17.8,7.9,77,0,1010.1,12.6,1.7,221,6.2,215
X8,24/02/2011,12,18.5,8.6,75,0,1015,14.2,1.7,286,6.5,338
X8,25/02/2011,13,20.2,9.7,67,0,1013.4,15.7,2.3,285,8.5,305
X8,26/02/2011,12.4,17,10.5,73,0,1010.7,9.6,2.2,202,7.5,49
X8,27/02/2011,11.7,18.4,7.8,59,0,1007.8,12.5,2,336,8.4,197
X8,28/02/2011,8.8,12.8,5.8,49,0,1006.8,10.7,2.8,313,8.5,304
X8,01/03/2011,9.1,15.6,4,53,0,1007.9,15.9,2.2,255,9.6,302
X8,02/03/2011,10,14.4,7.2,61,0.9,1008.1,12.9,1.8,161,7.1,157
X8,03/03/2011,6.3,7.8,4.8,83,24.9,1010.8,2.4,2.2,55,6.7,82
X8,04/03/2011,9.3,13,6.4,68,0.3,1011.2,13.8,3.8,64,12.7,87
X8,05/03/2011,10.7,16.5,6.9,66,0,1010.6,17.4,2,219,7,180
X8,06/03/2011,11.5,18.1,6.9,56,0,1009.1,18.1,1.8,251,6.3,206
X8,07/03/2011,10.7,15.6,5.3,65,0,1012.8,18.2,2.6,82,9.2,70
X8,08/03/2011,10.8,13.5,8.7,68,0.1,1017.1,13.8,5.3,89,13,97
X8,09/03/2011,10.3,14.6,7.3,68,0,1014.3,9.1,1.5,233,5.1,36
X8,10/03/2011,10.6,16.9,6.4,74,0,1014.2,17.9,1.7,241,5.7,177
X8,11/03/2011,9.8,14.8,5.5,76,0,1009.6,9.6,2.7,93,10.4,91
X8,12/03/2011,11.3,11.8,10.1,94,71.8,995.3,0.7,4.3,92,14.7,70
X8,13/03/2011,12.9,18.3,9.7,77,0,993.5,17.2,2.4,264,10.8,304
X8,14/03/2011,12.1,14.2,10.9,88,13,998.5,3.3,4.4,72,11.4,86
X8,15/03/2011,11.9,13.6,9.7,92,34.5,992,3.2,2.9,75,10.4,39
X8,16/03/2011,11.5,14.7,9.3,83,0.7,990.8,8,1.7,264,6,227
X8,17/03/2011,13.5,22.1,9,70,0,1001.4,15.7,2.1,328,8.9,82
X8,18/03/2011,14.5,22,8.9,55,0,1010.8,20,3.6,302,12.3,302
X8,19/03/2011,13.7,19.2,9.7,65,0,1013.3,19.5,1.9,255,6.7,154
X8,20/03/2011,12.3,17.8,8.8,62,0,1014.8,19.3,1.8,102,7.5,136
X8,21/03/2011,12.2,17.8,7.9,62,0,1017.2,19.2,1.7,127,5.7,129
X8,22/03/2011,11.1,14.6,9,64,1.7,1020.3,17.8,4.1,75,14.7,67
X8,23/03/2011,11.8,15.9,8.5,54,0,1021.7,21.4,4.3,80,12.8,89
X8,24/03/2011,12.6,17.7,9.5,64,0,1021.3,20.9,3.5,84,9.7,93
X8,25/03/2011,12.2,17.3,9.1,73,0,1013.8,17.8,1.3,208,5.6,191
X8,26/03/2011,12.4,18.2,8.3,79,0,1007.3,20.1,2,222,9.2,200
X8,27/03/2011,14.1,18.2,11.8,78,5,1002.5,15.9,2.3,233,9.9,227
X8,28/03/2011,13.6,19.7,9.7,64,0,1005,19.7,2.6,284,9.3,313
X8,29/03/2011,13.4,19.4,9.6,70,0,1007.4,16.2,1.9,87,8.3,93
X8,30/03/2011,13.1,17.5,9.3,73,0,1011.3,16.1,1.8,185,7,110
X8,31/03/2011,15.3,21.5,9.8,68,0,1015.5,21.6,1.5,222,5.8,217
X8,01/04/2011,16.2,22.6,11.5,67,0,1013.8,22.6,1.8,227,9.6,218
X8,02/04/2011,16.9,22.1,11.5,56,0,1009.3,23.2,2.6,243,10.8,234
X8,03/04/2011,16.4,21.2,13.7,64,0,1005.7,11.5,2.2,269,7.3,243
X8,04/04/2011,16.1,21.1,12.7,74,0,1011.5,19.9,1.7,209,6,179
X8,05/04/2011,16.7,21.7,11.9,69,0,1015.2,21.9,1.6,188,7.4,101
X8,06/04/2011,16.2,21.4,11.9,74,0,1016.9,23.6,1.7,123,7.1,91
X8,07/04/2011,16.2,22.4,10.4,68,0,1016.5,24,1.4,223,5.4,208
X8,08/04/2011,19.7,26.7,13.4,43,0,1010,24.1,1.9,245,6.9,233
X8,09/04/2011,20.2,26.1,13.9,46,0,1007,24.3,1.8,104,6.9,53
X8,10/04/2011,19.9,26.3,15.2,55,0,1007.2,22.8,2.2,326,8.6,81
X8,11/04/2011,18.5,24.3,14.7,56,0,1010.5,23.6,2.1,266,10.5,303
X8,12/04/2011,17.4,23.4,13.6,61,0,1011.7,23.8,3.3,288,11.7,299
X8,13/04/2011,15.7,20,13.5,68,0,1009.7,18.2,2.1,193,7.6,147
X8,14/04/2011,14,17.2,11,65,0,1003.3,10.1,2,97,8.4,66
X8,15/04/2011,14.6,19.4,11,55,0,1003.8,23.1,2.6,98,8.8,90
X8,16/04/2011,14.4,19.3,10,65,0,1009,22.2,1.9,199,7.8,159
X8,17/04/2011,14.6,19.6,9.6,66,0,1010.3,25.2,2.4,230,9.2,228
X8,18/04/2011,14.7,20.8,9.4,63,0,1009.5,25.9,1.8,164,6.6,156
X8,19/04/2011,13.7,19.2,10,73,0,1005,11.9,1.9,97,6.4,95
X8,20/04/2011,14.8,19,11.5,74,0,1005.4,15.8,3,84,8.2,101
X8,21/04/2011,15.7,19.3,12.7,65,0,1003.3,22.4,5.1,80,14.5,93
X8,22/04/2011,14.4,16.1,13.4,73,1.8,998.1,6.4,3.4,71,11.5,76
X8,23/04/2011,15.4,20.4,11.4,80,5.8,999.7,21.7,2.4,124,7.7,82
X8,24/04/2011,15.8,18.8,14.2,79,0.4,1003.8,19.2,4,87,10.5,73
X8,25/04/2011,16.7,21.4,13.1,72,0,1003.3,10,1.5,275,7.6,306
X8,26/04/2011,18,23.6,15.5,59,0.4,1002.4,15.9,2.2,266,9.6,204
X8,27/04/2011,18.4,22.5,14.5,53,0,1003.2,26.5,2.6,247,9.9,339
X8,28/04/2011,16.4,22.1,11.8,67,3.1,1000.9,19.6,1.8,133,7.4,4
X8,29/04/2011,14.5,19.1,11.7,78,1.8,995.9,15.8,2.6,80,8.1,99
X8,30/04/2011,16.1,22.9,12.3,66,0,993.3,26.5,2.9,84,10.7,106
X8,01/05/2011,16.2,22.3,11.4,72,0,995.4,23.9,1.8,206,7,169
X8,02/05/2011,14.9,17.6,11.9,79,0.6,993.7,9.3,3,75,10.3,93
X8,03/05/2011,17,22.9,11.9,69,13.3,999.5,25.9,2.4,251,9.2,209
X8,04/05/2011,17,21.9,13,75,0.1,1006.1,22.7,2,200,6.6,146
X8,05/05/2011,18.1,23.6,12.7,73,0,1009.2,25.6,1.6,149,6.2,114
X8,06/05/2011,18,22.4,15.4,73,0,1010.6,26.7,3.8,84,10.5,58
X8,07/05/2011,16.6,18.4,11.6,78,14.7,1007.6,6.4,5.1,72,12.9,77
X8,08/05/2011,18,24.2,13.1,78,0.4,1007.8,21.9,2.1,80,8,29
X8,09/05/2011,18.2,23.5,13.7,78,0,1012,27.4,1.6,130,5.6,128
X8,10/05/2011,18,22.9,14.2,73,0,1016.3,26.6,2.2,104,7.3,98
X8,11/05/2011,18.1,22.9,12.9,66,0,1012.5,28.5,1.6,215,7.2,213
X8,12/05/2011,19.8,24.6,14.1,59,0,1009,23.8,1.4,206,5.4,226
X8,13/05/2011,20.8,26,16.6,58,0,1008.5,27.3,1.9,201,7.4,186
X8,14/05/2011,19.4,26.3,15.7,70,7.4,1007.6,24.2,2.2,184,9.7,84
X8,15/05/2011,16.6,21.7,12.1,65,0.7,1013,29.7,2.7,253,9.4,245
X8,16/05/2011,17.1,21.5,12.8,65,0,1015.2,28.3,2.1,233,9.9,240
X8,17/05/2011,18.3,24.1,13.3,65,0,1011.6,29.7,2.5,237,9.3,229
X8,18/05/2011,18.9,24.5,15.2,62,0,1007.1,26.9,2.9,96,8.7,111
X8,19/05/2011,17.9,22.6,15,61,0,1007.2,26.2,2.7,83,8,98
X8,20/05/2011,18.6,23.4,13.2,48,0,1008.9,27.9,2.1,97,8.2,90
X8,21/05/2011,19.6,25.3,14,48,0,1009.1,28.1,1.7,114,7.2,137
X8,22/05/2011,22,28.3,15,40,0,1010.1,29,1.7,210,6.5,200
X8,23/05/2011,22.5,28.2,16.6,40,0,1011.7,29.5,1.9,211,6.5,236
X8,24/05/2011,24.1,30.3,17.6,38,0,1012.1,29.8,2.1,232,9.3,224
X8,25/05/2011,22.7,27.5,18.1,52,0,1010.3,29.5,1.8,215,6.5,203
X8,26/05/2011,22,27.5,16.6,60,0,1007.6,26.8,2.5,100,8.5,91
X8,27/05/2011,20.8,25.7,18.4,67,0,1007.4,25,1.8,145,7,123
X8,28/05/2011,18.8,22.9,16,68,0,1007.7,14.9,2.6,232,10.6,200
X8,29/05/2011,20.1,25.7,15.4,73,0,1007.9,22,2.2,231,8.2,216
X8,30/05/2011,20.6,25.6,16.6,69,0.2,1005.7,20.7,2,134,8.5,221
X8,31/05/2011,17.9,23,15,80,25.9,1007.7,9.6,1.9,119,6.9,78
X8,01/06/2011,16.5,22.2,11.2,65,1.4,1010.1,25,3.1,214,11.8,77
X8,02/06/2011,15.8,19.5,13.3,66,0.4,1010.2,9.5,1.6,306,8,138
X8,03/06/2011,17.2,21.2,14.2,68,0,1009.3,15.1,1.9,91,7.1,83
X8,04/06/2011,18.1,23.8,12.8,71,4.1,1004.7,24.7,1.6,128,6.5,131
X8,05/06/2011,17.3,21.8,14.3,75,2.8,1000.8,15.9,1.4,214,6.1,173
X8,06/06/2011,19,24.1,13.8,67,0,998.6,25.3,1.6,215,9,163
X8,07/06/2011,17.8,23.3,14.9,81,49.4,996.8,12.7,1.9,333,8.6,228
X8,08/06/2011,16.1,20,12.7,84,35.4,1002.6,12.5,2,112,6.1,310
X8,09/06/2011,18.4,22.4,14.8,72,0,1007.3,19.2,2.1,106,6.3,140
X8,10/06/2011,17.1,18.7,15.4,86,19.7,1007,5.5,2,78,6,70
X8,11/06/2011,18.5,23.1,14.3,74,0,1009.4,20.9,2.1,217,9.9,217
X8,12/06/2011,20.4,24.2,16.8,76,0,1008.9,25.6,2.5,209,10.2,212
X8,13/06/2011,21.3,26.2,17.4,71,0,1007.6,23.8,1.4,156,6.4,163
X8,14/06/2011,22.6,27.6,16.8,56,0,1009,30.4,1.6,222,7.8,211
X8,15/06/2011,23.3,28.5,18.9,55,0,1008.9,29.7,1.7,212,7,173
X8,16/06/2011,22.1,27.1,16.8,67,0,1007.1,27.8,2.3,207,7.2,217
X8,17/06/2011,22.7,27,18.9,65,0,1004.2,28.6,2,125,6.9,84
X8,18/06/2011,21.5,26.2,18.9,71,0,1004.2,24.1,2.3,172,8.9,72
X8,19/06/2011,20.4,24.8,18.1,67,0,1010.1,20.8,2.2,195,8.8,191
X8,20/06/2011,21.8,26,18.6,77,0,1009.3,22.1,2.3,221,9.9,212
X8,21/06/2011,22.5,27.4,17.9,70,0,1008.5,28.4,2.3,228,9.1,218
X8,22/06/2011,23.5,30,18.4,62,0,1007.5,29.8,2.5,107,10.9,86
X8,23/06/2011,22,27.8,18.2,68,0,1009.1,26.9,2,185,7.1,164
X8,24/06/2011,21.9,26.1,18.7,65,0,1012.3,29,2.7,226,9.2,217
X8,25/06/2011,23.1,28,18,71,0,1012.9,29.7,1.7,224,7.2,213
X8,26/06/2011,24.7,30.7,19.4,58,0,1011,30.2,1.8,103,6.8,95
X8,27/06/2011,24,29.4,19.6,66,0,1009.2,29.6,1.4,136,5.4,135
X8,28/06/2011,25.1,31.1,18.9,57,0,1005.6,29.6,1.4,159,6.6,89
X8,29/06/2011,24.6,30.2,20.2,62,0,1006.5,27.7,2.8,217,10.5,229
X8,30/06/2011,22.3,26.6,18.4,60,0,1008.9,26.4,2.9,253,8.9,218
X8,01/07/2011,23.2,28.3,18.5,62,0,1007.7,29.5,2.4,237,9.2,206
X8,02/07/2011,23.7,27.8,20.8,74,0,1002.5,26.4,2.3,217,8.5,233
X8,03/07/2011,23.8,28.1,21.2,71,0,1000.5,23.4,2.3,98,7.5,70
X8,04/07/2011,23.3,28.3,20,66,1.6,1002.9,16.9,2.3,124,11.3,338
X8,05/07/2011,23.7,29.1,19.2,71,0,1005.1,29.4,2.4,236,9.9,237
X8,06/07/2011,23.3,28.8,19.6,75,0,1002.5,16.4,2.3,109,7.6,94
X8,07/07/2011,24.4,29.3,20.3,64,0,999.8,29.1,2.7,95,8,101
X8,08/07/2011,23.3,27.7,19.5,61,0,1003.3,26.6,2.2,216,9.4,215
X8,09/07/2011,24.5,30.7,18.8,63,0,1006.2,27.6,1.6,143,6.8,166
X8,10/07/2011,23.8,28.7,20.8,66,0,1005.7,27.4,2.7,86,7.4,84
X8,11/07/2011,24.5,30.1,20,61,0,1004.4,27.2,1.8,104,7.2,112
X8,12/07/2011,22.9,26.4,19.9,79,2.1,1000.8,8.8,2.2,83,8.9,74
X8,13/07/2011,22.4,29.5,16.1,66,9.1,1002,27.6,3.3,326,11.9,312
X8,14/07/2011,19.9,23.2,14.9,76,6.4,1008.9,10.3,1.7,159,8.5,308
X8,15/07/2011,22.6,27.6,18.9,70,0,1009.6,24.6,2.4,206,11.5,230
X8,16/07/2011,23.4,26.6,19.8,74,0,1004.8,23.8,2.6,227,10.7,229
X8,17/07/2011,22.5,29.1,19,72,0,999.3,14.7,2.8,115,13.1,78
X8,18/07/2011,,,17,,0,1001.6,,,,,
X8,19/07/2011,21.8,27.9,17.5,66,58.4,998.1,28.8,3.1,68,12.1,99
X8,20/07/2011,20.2,24.6,15.7,59,0,1005.2,27.1,3.1,153,9.3,296
X8,21/07/2011,22,26.7,18.6,66,0,1003,26.3,2.5,123,9.1,79
X8,22/07/2011,20.7,24.6,19.2,67,0.3,1003.2,11.1,2,264,7.4,215
X8,23/07/2011,21,26,16.4,61,0,1004.3,25.9,2.7,245,8.9,307
X8,24/07/2011,20.4,23.9,17.5,64,0,1004.3,18,2.1,218,8.3,300
X8,25/07/2011,21.9,25.9,17.2,69,0,1002,23.9,2.2,235,9.6,210
X8,26/07/2011,22.8,27.6,19.6,74,0,1002.5,18.7,2.4,82,8.8,84
X8,27/07/2011,21.8,25.8,19,70,0,1006.7,20.9,1.7,182,8,229
X8,28/07/2011,23,27.1,19.3,61,0,1008.7,27.3,2.3,228,10.3,221
X8,29/07/2011,22.7,25.9,19.8,73,0,1007.5,14.4,1.9,227,8.2,220
X8,30/07/2011,20.8,26.4,15.1,85,21.7,1005.8,10.9,1.5,202,20.3,25
X8,31/07/2011,22.7,27.3,18.6,77,0,1004.1,22.4,1.6,207,7.2,194
X8,01/08/2011,23.4,27.4,19.6,74,0,1003.2,21.5,1.6,208,7.7,226
X8,02/08/2011,23.9,27.7,20.3,71,0,1004.6,25.7,2.5,90,8.7,123
X8,03/08/2011,24.2,29.6,20.3,67,0,1008,24.8,1.8,96,7.1,104
X8,04/08/2011,24.4,28.6,20.4,68,0,1007.4,27,2.4,236,10.3,213
X8,05/08/2011,24.4,28.8,20.1,77,0,1004.5,22.2,1.8,222,7.9,180
X8,06/08/2011,24.5,27.9,22.1,81,0,1000,17.1,2.4,225,9.2,207
X8,07/08/2011,23.2,27.7,20.5,71,0,1000.8,15.6,2.7,94,10.4,92
X8,08/08/2011,22.5,27.1,18.9,63,0,1006.6,22.3,1.8,178,8,170
X8,09/08/2011,21.7,26.1,17.2,54,0,1012.1,26.3,2.3,238,8.1,311
X8,10/08/2011,22.2,27.2,18.2,69,0,1012.4,22.6,1.7,202,7.2,174
X8,11/08/2011,23.3,29,19.3,70,0,1008.9,23.9,2,224,7.2,201
X8,12/08/2011,23.6,29.2,18.8,69,0,1005.8,25.8,1.9,237,6.4,217
X8,13/08/2011,24.8,31.5,19.8,60,0,1001.9,24.3,1.4,162,5.5,140
X8,14/08/2011,25.1,31.1,20.9,68,0.5,1001.5,23.1,1.8,113,6.5,113
X8,15/08/2011,25.1,30,20.7,58,0,1005.3,25.4,1.5,125,6.4,144
X8,16/08/2011,25.8,31.8,21.4,56,0,1007,25.5,1.5,191,7.2,228
X8,17/08/2011,25.5,30.7,20.9,67,0,1004.3,25.7,2,226,8,215
X8,18/08/2011,25.6,30.6,21.6,69,0,1005.1,23,2.1,90,6.6,97
X8,19/08/2011,26,32.9,21.2,64,0,1008.7,25.3,1.5,110,5.4,172
X8,20/08/2011,26.5,33.2,20.8,54,0,1009.3,25.3,1.3,206,5.7,173
X8,21/08/2011,27.8,34.5,21.4,40,0,1007.7,25.7,1.4,220,5.7,221
