CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X8,05/11/2014,12.2,17.3,8.8,64,0,994.8,11.2,2.4,294,8.4,311
X8,06/11/2014,11.9,17.1,7.3,54,0,1002,12.6,1.5,302,7,322
X8,07/11/2014,14.3,20.9,8,60,0,1002.6,12,2.2,318,7.5,308
X8,08/11/2014,13.8,16.9,12,76,0.5,1002.7,3,1.2,306,4.9,335
X8,09/11/2014,13,15.1,11.2,61,0,998.2,4.4,2.7,314,9.8,301
X8,10/11/2014,12.5,15.4,10.3,72,1.7,1002.1,5.1,1.2,306,5.9,324
X8,11/11/2014,11.7,15.4,9.1,79,5.5,995.8,2.9,1.2,286,6.6,309
X8,12/11/2014,13.4,18.5,9.7,63,0,997.3,11.4,2.5,293,10.5,318
X8,13/11/2014,15,21,10.2,61,0,1001.9,11,2.3,275,10.1,273
X8,14/11/2014,15,18.8,11.6,82,1.2,997.2,3.8,0.8,266,3,274
X8,15/11/2014,14,17.1,11.8,58,0.3,997,10.8,3.1,284,14.1,300
X8,16/11/2014,12.9,17.3,8.9,52,0,999,11.2,3.2,290,15.7,294
X8,17/11/2014,12.2,15.1,8.6,55,0,997.6,9,2.8,297,13.8,283
X8,18/11/2014,12.4,18.1,7.9,58,0,1002.2,10,2.6,296,10.3,317
X8,19/11/2014,13.8,19.7,8.9,63,0,1007.2,10.1,1.8,336,6.3,320
X8,20/11/2014,15.1,19.9,10.2,74,0,1011.2,8.3,0.9,62,3.9,90
X8,21/11/2014,16.7,20.7,13.3,74,0,1009.8,5.9,1.1,65,4.4,135
X8,22/11/2014,16.9,20.6,14.8,82,0,1008,4,1,66,6.3,34
X8,23/11/2014,18,22.6,14.2,74,0,1007.9,6.3,2.4,70,10.5,78
X8,24/11/2014,18,20.8,14.9,69,0.1,1007.3,3.8,1.5,60,7.3,32
X8,25/11/2014,16.2,18.7,14.6,85,0,1006.8,3.4,1,120,4.8,120
X8,26/11/2014,14.3,18.7,11.6,90,18.8,1001.5,4.2,1.2,327,4.4,313
X8,27/11/2014,13.5,18.4,10.4,86,12.1,995.7,6,1.1,42,5.7,306
X8,28/11/2014,16.9,19.7,13.8,82,0.2,987,6.8,3,99,9.3,85
X8,29/11/2014,15.9,17.4,13.7,91,24.7,988.7,1,4.4,90,12.9,98
X8,30/11/2014,15.1,18.7,10.4,84,23.8,987.9,2,4.1,54,17.4,63
X8,01/12/2014,13.4,18.2,11,75,1.4,988.8,4.8,1.8,329,8.7,295
X8,02/12/2014,11.9,15.2,9.5,60,0,995.9,7.7,2.6,296,12.5,300
X8,03/12/2014,10.1,12.4,8.5,72,2.4,1000.6,2.9,2.2,340,9.2,305
X8,04/12/2014,9.2,10.9,7.8,83,4.8,1000.8,1.5,2.7,0,8.8,314
X8,05/12/2014,8.9,11.5,6.7,69,0,1005.9,8.5,3.2,307,9.6,302
X8,06/12/2014,8.4,14.3,5.9,63,0,1007.9,8.8,2.7,311,11,325
X8,07/12/2014,8.5,12.8,5.2,48,0.1,1010.7,8.9,3.5,303,10.3,302
X8,08/12/2014,10,13.2,6.2,58,0,1011.8,5.3,3.4,308,11.2,308
X8,09/12/2014,9.3,13.2,7.1,29,0,1011.5,9.2,4.7,345,19.4,11
X8,10/12/2014,8.7,11.3,5.1,39,0,1016.5,7.3,4.9,305,12.4,330
X8,11/12/2014,11.6,15.9,8.1,59,0,1014.9,8.8,2.6,313,12.8,341
X8,12/12/2014,11.3,16.6,7.7,69,0,1009.7,7.2,2.7,283,8.2,315
X8,13/12/2014,10.9,16.4,7.1,79,0,1004.8,6.5,1.3,274,4.9,296
X8,14/12/2014,12.2,17.1,7.6,80,6.3,1005.7,4.5,1.8,64,7.3,27
X8,15/12/2014,10.9,12.3,9.2,84,12.2,1006.2,1.6,2.2,11,8.9,50
X8,16/12/2014,9.6,13,7.5,69,0.1,1004.1,6.9,3.7,305,9.6,308
X8,17/12/2014,10.2,12.7,7.5,70,0,1009.3,4,1.3,314,8.7,310
X8,18/12/2014,13.2,16.5,7.9,62,0,1013.2,7.4,2.8,299,11.3,320
X8,19/12/2014,12,15.4,9,72,0,1017.2,8.5,2.8,303,9.8,288
X8,20/12/2014,11.5,15.7,8.1,69,0,1020,7.1,2.7,309,9.4,307
X8,21/12/2014,9,13.7,5.9,70,0,1021.1,8.8,1.9,299,9,309
X8,22/12/2014,9.2,15.4,4.6,81,0,1021.6,8.4,1,269,3.7,217
X8,23/12/2014,8.6,14.2,4.1,73,0,1019,8.3,1.4,263,4.6,205
X8,24/12/2014,8.3,14.5,4.4,74,0,1018.5,8.3,0.9,280,3.8,308
X8,25/12/2014,9,14.8,4.8,58,0,1018.7,8.5,1.1,282,6.2,284
X8,26/12/2014,7.7,12.9,4,65,0,1018.6,6.3,1.3,298,8.8,286
X8,27/12/2014,8.9,12.1,5,67,0,1006,4.6,3.9,303,17.7,307
X8,28/12/2014,9.2,12.8,2.8,43,0,1001.3,8.6,3.2,317,14.4,300
X8,29/12/2014,7.3,13.8,2.1,25,0,1016.8,8.9,2.1,339,8.7,345
X8,30/12/2014,6.5,12.5,1.9,31,0,1021.2,8.9,2.3,301,9.9,312
X8,31/12/2014,7.8,14.1,3,48,0,1017.8,8.9,2.5,304,11.7,306
X8,01/01/2015,7.8,13.2,3.7,60,0,1024.3,8.6,1.7,275,7.1,203
X8,02/01/2015,9.9,16.6,3.9,37,0,1025.2,9,2.3,295,11.5,313
X8,03/01/2015,12.2,16.9,8.4,33,0,1022.7,8.8,3.3,301,10.5,310
X8,04/01/2015,11.1,16.8,7,52,0,1021,9,1.6,308,8.4,310
X8,05/01/2015,10.1,15.9,5.6,72,0,1019.1,8.9,1.4,267,4.6,294
X8,06/01/2015,8.9,14.3,5.9,72,0,1015.8,8.7,2,303,8,319
X8,07/01/2015,8.7,15.2,5.7,80,0,1020.5,5.4,0.7,254,3.6,194
X8,08/01/2015,7.2,14.3,4,75,0.1,1026.2,9.3,1.5,300,9.8,303
X8,09/01/2015,8.6,13.4,4,61,0,1028.9,9.5,3.5,300,13.9,304
X8,10/01/2015,13.4,18.8,8.8,54,0,1020.7,9.2,3,301,11.5,316
X8,11/01/2015,10.9,16.8,7.7,65,0,1018.6,7.7,1.9,320,11.5,307
X8,12/01/2015,10.9,16.9,6.3,58,0,1022,9.8,2.6,280,8.3,299
X8,13/01/2015,11.6,16.5,9.2,78,0,1015.3,7.3,2.1,255,9,233
X8,14/01/2015,12.2,17.5,8.9,63,0,1014.6,9.1,2,281,7.4,299
X8,15/01/2015,11.5,16.4,8.9,74,0,1007.3,9.2,2.2,263,8.6,217
X8,16/01/2015,10,13.2,6.9,74,0.5,1000.4,3.5,2.3,289,12.2,288
X8,17/01/2015,7.6,13.5,4.1,60,0,1009.5,9.8,2.6,312,13,308
X8,18/01/2015,7.8,13.3,2.3,61,3.3,1005.2,10.1,1.9,259,9.9,240
X8,19/01/2015,6.4,8.3,5.6,91,7.6,999.4,2,1,2,5.7,340
X8,20/01/2015,6.4,9.6,4.9,70,0,998.8,6,3.4,312,7.9,347
X8,21/01/2015,5.9,8.5,4,63,0,996.9,7.3,3.4,307,10.8,308
X8,22/01/2015,6.7,12.2,2.6,60,0,1000.2,9.3,1.9,303,7.9,301
X8,23/01/2015,7.9,12.2,3.2,45,0,1005.7,10.9,4.3,307,12.9,307
X8,24/01/2015,9.4,12.4,6.2,35,0,1008.2,10.8,7,322,17.5,334
X8,25/01/2015,10.4,15.9,6.5,25,0,1010.2,10.9,3.2,310,18.9,21
X8,26/01/2015,7.6,13.2,4.7,43,0,1015.5,5.7,2.7,303,9.4,313
X8,27/01/2015,8.9,12.1,6,60,0,1011.8,6.9,3.6,315,13.1,306
X8,28/01/2015,8.5,14.2,5.1,57,0,1010.7,10.5,2,286,8.6,333
X8,29/01/2015,11.4,16,6.3,54,0,995.4,8.5,3.3,278,16.4,298
X8,30/01/2015,12.3,16.8,8.1,50,0.1,981.8,5,4.7,293,18.9,297
X8,31/01/2015,9.1,13.3,5.1,58,0.1,980.6,9.4,4.2,305,14.9,307
X8,01/02/2015,6.3,11.3,3.7,55,0,993.9,11.8,5.8,305,18.7,317
X8,02/02/2015,6,9.9,2.9,58,0,997.4,8.1,3.3,302,14.1,297
X8,03/02/2015,6.1,8.9,4.3,76,4.6,988.3,4.1,2,357,14.4,335
X8,04/02/2015,3.7,6.1,1,73,8.9,988.3,4.4,3.9,339,13.1,74
X8,05/02/2015,5.5,9.8,2.4,39,0,991.9,10.6,2.9,306,12.2,306
X8,06/02/2015,3.6,7.4,0.3,36,0,998.2,11.8,3.5,303,9.3,316
X8,07/02/2015,5.3,10.3,0.2,55,0,1008.3,10.9,1.2,262,7,332
X8,08/02/2015,6.2,8.9,2.5,51,0,1009.1,12.9,4.7,304,15.8,313
X8,09/02/2015,7.4,13,2.3,55,0,1015.4,13.1,1.7,261,6.1,228
X8,10/02/2015,9.4,16.4,4.9,46,0,1014.2,13.7,2.4,281,8,307
X8,11/02/2015,8.7,15.1,3.7,51,0,1012.9,10.9,1,212,4.5,178
X8,12/02/2015,9.1,14,4.7,73,0,1011.3,9.8,0.9,227,4.6,170
X8,13/02/2015,11.1,15.9,8.4,63,0,1009.6,12.8,2,249,9.1,207
X8,14/02/2015,10.7,14.7,5.6,56,0,1003.4,5.6,2.2,280,9.2,276
X8,15/02/2015,10.4,14.5,7.5,67,0,999.5,6.8,1.6,308,5.7,256
X8,16/02/2015,10.6,15.6,5.1,57,0,1006,13,1.6,264,5.9,194
X8,17/02/2015,11.7,15.4,9,53,0,1014.7,4.4,1.6,41,7.9,96
X8,18/02/2015,11.1,15.8,7.5,52,0,1021.4,12.4,2.1,63,7.6,84
X8,19/02/2015,9.2,14.4,4.8,64,0,1021.1,14.3,1.5,122,5.6,99
X8,20/02/2015,8.7,13.9,4.6,74,0,1011.8,13.6,1.8,249,7.1,185
X8,21/02/2015,9,11.9,6.5,68,0.3,995.5,5.6,2.1,297,7.4,291
X8,22/02/2015,9.7,15.8,5.6,29,0,997.7,16.6,3.3,332,15.3,7
X8,23/02/2015,11.1,18.5,5.1,60,0,999.3,10.7,2.2,281,10.4,306
X8,24/02/2015,9.5,13.8,6.8,48,0,1004.9,16.5,4.7,303,14.9,323
X8,25/02/2015,11.2,20,6.1,44,0,1007.2,11.1,3.1,323,11,325
X8,26/02/2015,11.2,16.3,7.2,71,0,1007.7,7.4,1.3,258,5.8,227
X8,27/02/2015,11,16.4,6.5,62,0,1005.4,12.6,2.2,275,9.6,331
X8,28/02/2015,8.9,13.8,4.1,52,0,1010.6,13.9,2.1,272,8.5,308
X8,01/03/2015,13,18.1,9,68,0,1010.2,12.5,1.1,229,5.6,208
X8,02/03/2015,16.6,23,11.7,59,0,1010.1,10.7,3.3,319,10.7,309
X8,03/03/2015,13.1,17.2,10.4,70,0,1015.1,15.3,1.5,187,5.1,151
X8,04/03/2015,9.3,12.9,6.4,75,11.7,1015.4,2.8,2,336,11.6,330
X8,05/03/2015,11.3,19.3,3.7,30,0,1016.8,19,2.7,321,14.7,352
X8,06/03/2015,10.3,15.4,5.5,54,0,1020.8,18.3,2,240,8.4,209
X8,07/03/2015,11.3,17.4,7,58,0,1017.8,16.9,2,78,8.2,87
X8,08/03/2015,10.4,16.2,5.9,67,0,1015,14.8,1.1,205,5.3,171
X8,09/03/2015,12.1,17.8,8.4,63,0,1014.5,17.4,1.1,227,4.9,152
X8,10/03/2015,12.6,17.7,8.7,57,0,1015.2,18.4,1.5,223,8.9,219
X8,11/03/2015,13.5,20.7,8,60,0,1012.9,17.3,1,221,5.1,171
X8,12/03/2015,13.3,19.9,10.2,65,0,1010.7,17.5,2.5,94,8.5,95
X8,13/03/2015,12,16.8,8.2,70,0,1011.1,14.8,1.8,230,6.6,221
X8,14/03/2015,7.5,11.4,4.2,68,6.9,1009.9,8.5,1.9,298,9.1,55
X8,15/03/2015,8.5,13.5,3.3,62,0,1007,19.4,1.7,239,7.6,208
X8,16/03/2015,9,13.7,5.8,67,0,1009.4,17,2.2,86,7.7,76
X8,17/03/2015,10.8,16,4.5,68,0,1011.2,19.5,2,114,7.3,86
X8,18/03/2015,12.4,15.1,10.9,73,0,1010.7,13.3,5.1,83,12.8,60
X8,19/03/2015,13.7,16.5,11.2,56,0,1008.8,16.5,4.9,79,14.8,85
X8,20/03/2015,13.8,15.8,12.2,60,1.5,1004.8,9,6.4,78,17.8,76
X8,21/03/2015,12.2,14.1,10.8,92,17.3,1000.5,4.7,5.6,81,15.6,73
X8,22/03/2015,12.1,17,10,67,0,1001.1,13.6,3.3,75,10.5,91
X8,23/03/2015,12.4,15.3,10.8,75,1.1,1001.6,15.2,4.9,82,11.5,74
X8,24/03/2015,11.7,14.2,10.7,80,6.4,995.7,4.6,3.9,67,9.8,75
X8,25/03/2015,10.1,14.7,7.9,75,2.7,993,9.9,3.1,296,10.1,301
X8,26/03/2015,10.6,15.6,6,55,0.3,1002.1,21.4,2.7,272,9.7,310
X8,27/03/2015,13.4,18.8,9.3,57,0,1009.2,22.4,1.7,292,9.8,320
X8,28/03/2015,15.4,20.9,10.7,60,0,1011.6,20.3,3.1,301,13.5,359
X8,29/03/2015,14.7,19.9,11,64,0,1011.2,17,1.8,283,8.3,287
X8,30/03/2015,16.9,24,13,48,0,1009.3,13.9,3.8,318,15.5,315
X8,31/03/2015,16.3,22.2,11.6,63,0,1012.5,22.8,2.7,33,8.8,311
X8,01/04/2015,13.4,17.5,11.1,71,0,1015.7,14,2.4,234,10.3,213
X8,02/04/2015,13,17.9,8.8,64,0,1014.3,23,2.3,259,9.8,300
X8,03/04/2015,13.1,18,9.2,73,0,1009.3,21,1.8,181,6.3,183
X8,04/04/2015,13.1,18.4,9.7,75,0,1004.1,17.9,1.7,171,6.7,253
X8,05/04/2015,12.5,16.8,8.9,62,0,1003.1,16.4,2.6,207,9.8,302
X8,06/04/2015,12.1,15.8,8.5,58,0,1011.3,23,2.6,110,9.2,97
X8,07/04/2015,11.3,16.1,6.8,62,0,1018.3,24.2,2.6,102,11.8,109
X8,08/04/2015,11.4,17.8,6.1,52,0,1019.9,25.1,2,231,7.5,218
X8,09/04/2015,11.7,16.9,6.3,62,0,1018.2,25.1,1.5,139,6.4,145
X8,10/04/2015,12.9,18,7.9,64,0,1015.3,21.9,1.7,103,6.9,77
X8,11/04/2015,13.5,17,10.9,70,0,1015.9,22.7,2.8,82,9.3,68
X8,12/04/2015,14.8,19.1,11.2,47,0,1018.7,23.3,2,84,6.6,120
X8,13/04/2015,15,20.3,9.9,51,0,1019.4,24.6,1.3,158,5,100
X8,14/04/2015,16.3,23.5,10.7,50,0,1016.1,25.4,1.3,202,5.6,180
X8,15/04/2015,16.2,21.6,10.3,46,0,1010.5,21.1,2.9,82,9,76
X8,16/04/2015,15.7,19.6,12.8,76,2.2,1005.9,14.8,1.4,185,6.1,202
X8,17/04/2015,16,22.4,11.7,66,0,1007.1,22.4,1.6,151,6.5,148
X8,18/04/2015,16,21.6,11.3,69,0,1004.6,23.2,1.8,212,8.1,212
X8,19/04/2015,14.5,21.1,11.9,77,4,1004.7,17.2,2.3,86,9,102
X8,20/04/2015,14.2,18.3,11,73,0,1011.9,15.9,1.6,212,5.9,165
X8,21/04/2015,16.7,22.6,11,61,0,1014.1,26.2,1.5,167,5.9,164
X8,22/04/2015,15.6,21.5,11.6,54,0,1012,14,1.2,126,5.4,89
X8,23/04/2015,16.5,21.2,11.2,58,0,1007.9,25.7,1.9,157,7.5,313
X8,24/04/2015,16.4,21.8,12,68,0,1005.8,22.4,2.1,225,10.2,205
X8,25/04/2015,16.1,19,14.5,83,0,1003.6,9.3,1.6,220,6.7,207
X8,26/04/2015,16.3,19.8,12.7,83,5.2,997.5,10.2,1.5,177,7.4,314
X8,27/04/2015,16.4,24,12.2,58,0.1,995.2,19.2,3.2,299,10.9,301
X8,28/04/2015,15.3,19.9,11.5,54,0,1006.7,27.1,2.8,251,9.8,304
X8,29/04/2015,15.1,20.6,10.7,72,0,1008.7,18.5,1.9,211,7.9,211
X8,30/04/2015,16.1,21,12,73,0,1009.6,24.8,2,213,8.8,198
X8,01/05/2015,17.4,24.5,12.4,71,0,1004,18.9,1.8,192,8.2,88
X8,02/05/2015,20.5,25,16.1,59,0,1003.4,24.1,1.9,200,9.4,225
X8,03/05/2015,21.3,29,15.6,61,0,1000.3,25.3,1.8,180,8.7,66
X8,04/05/2015,18.7,22.7,16,72,0,999.3,17.3,2.2,88,7.6,90
X8,05/05/2015,19,26.6,15.4,66,0,1000.6,18.1,2.1,356,12,289
X8,06/05/2015,18.9,24.4,14.4,59,0,1007,27.9,1.5,193,8.1,201
X8,07/05/2015,17.6,22.4,13.5,57,0,1009.4,27.2,1.9,216,8.5,203
X8,08/05/2015,18.9,25.7,13.1,66,0,1007.2,28,2.5,197,10.9,213
X8,09/05/2015,20.1,25,16.1,59,0,1013.5,28.2,2.8,230,12.4,219
X8,10/05/2015,20.1,25.8,15.6,62,0,1014.1,26.8,1.7,216,10,217
X8,11/05/2015,20.1,27,14,54,0,1012.9,27.6,1.6,226,7.9,198
X8,12/05/2015,20.5,25.8,15.5,52,0,1013.3,28.7,1.6,208,6.4,151
X8,13/05/2015,20.4,27,14.5,62,0,1010.9,24.4,2.2,229,10.1,218
X8,14/05/2015,21.4,28.9,16.8,67,0,1002.3,20.5,1.9,123,9.7,45
X8,15/05/2015,17.7,26.8,13.2,46,0,1004.8,27,3.5,305,14.2,76
X8,16/05/2015,18.8,25.7,13.6,38,0,1011.3,28.9,3.7,279,13,332
X8,17/05/2015,19.1,24.5,14.1,51,0,1011.1,29.4,1.5,184,7.2,198
X8,18/05/2015,19.7,24.6,13.4,46,0,1004.4,29.6,2.4,225,11.8,208
X8,19/05/2015,16.9,20.9,12.4,74,17.8,1002.5,8,1.5,121,8.6,93
X8,20/05/2015,13.6,17.7,10.7,77,2.5,1008,13.7,2.2,171,6.9,110
X8,21/05/2015,15.6,19.8,10.8,65,0,1012.2,30.6,2.7,220,11.5,228
X8,22/05/2015,16.8,21.2,12.2,55,0,1010.9,30.8,2.4,246,8.8,230
X8,23/05/2015,17.5,22.5,11.9,52,0,1006.7,28.1,2.1,217,9.2,206
X8,24/05/2015,18.7,24.2,14.5,47,0,1006.8,24.5,1.6,175,7.5,153
X8,25/05/2015,19.9,26.6,14.5,49,0,1005.8,25.3,1.9,202,10.8,210
X8,26/05/2015,19,23.4,15.9,58,0,1006,28.4,2.3,182,9.8,153
X8,27/05/2015,18.1,22.2,14.5,65,0,1009.1,28.5,2.1,183,7.6,150
X8,28/05/2015,18.7,24.4,13.4,65,0,1008.8,30.5,2.5,223,11.5,206
X8,29/05/2015,19.2,24.8,13.6,61,0,1005.7,28.9,2,221,9.1,209
X8,30/05/2015,19.5,24,15,58,0,1007.7,29.4,1.9,154,7.3,148
X8,31/05/2015,20.1,24.7,14.9,62,0,1008.2,29.5,1.6,183,6.8,208
X8,01/06/2015,21.7,27.7,16.7,50,0,1008.8,29.2,1.8,208,8,205
X8,02/06/2015,21,26.3,16.1,59,0,1010.4,30.1,2.1,219,9.2,194
X8,03/06/2015,22.4,29.1,16.3,48,0,1012.1,26.6,1.3,217,7.1,210
X8,04/06/2015,23.7,29.8,18.4,40,0,1011.4,30.8,1.4,203,7.1,197
X8,05/06/2015,24.3,29.9,17.8,30,0,1010.1,31.4,1.9,221,9.2,222
X8,06/06/2015,23.5,28.4,18,46,0,1011.2,31.2,1.7,152,6.1,123
X8,07/06/2015,24.8,31,18.4,45,0,1010.9,30.4,1.4,184,6.7,169
X8,08/06/2015,24.9,30.5,20.2,44,0,1007.3,24,1.9,286,9.4,49
X8,09/06/2015,23.6,28.1,20.6,51,0,1005.4,17.7,1.4,162,6.4,141
X8,10/06/2015,23.3,27.1,19.4,57,0,1005.4,27.1,2.3,97,8,81
X8,11/06/2015,22.7,27.6,18.7,62,4.4,1002.4,22.7,3.6,77,11.7,95
X8,12/06/2015,22.2,28.6,17.5,63,0,1000.2,26.2,2.3,160,9.9,92
X8,13/06/2015,21.2,25.5,18.2,72,0,1001.3,22.5,2.1,103,6.9,113
X8,14/06/2015,22.2,27.7,17.9,58,0,1001.1,28.2,2.4,237,8.8,266
X8,15/06/2015,20.4,26.4,16,71,7.9,1005.9,18.7,1.7,100,7.9,100
X8,16/06/2015,19.9,25,15.9,61,1,1008.5,22.1,1.9,291,8.1,289
X8,17/06/2015,21.3,26.3,16.5,58,0,1009.8,30.7,2.2,221,9.8,338
X8,18/06/2015,22.3,28,17.8,58,0,1009,30.9,2.2,239,7.3,211
X8,19/06/2015,22.4,26.6,17.8,63,0,1006.9,27.6,1.7,127,7.9,100
X8,20/06/2015,23,27.7,18.1,61,0,1008.2,31,1.7,220,6.4,166
X8,21/06/2015,22.9,28,18.4,63,0,1008.8,30.2,1.8,205,8.6,214
X8,22/06/2015,23.2,28.1,17.8,61,0,1005.6,29.3,2.8,223,12.5,223
X8,23/06/2015,24.7,28.1,21.8,48,0.1,1003.1,25,2.5,87,8.4,85
X8,24/06/2015,22.9,27.1,19.5,56,0,1008.4,29.9,1.9,177,6.8,147
X8,25/06/2015,23.2,28.1,18.9,58,0,1011.5,30.4,1.8,121,6.7,168
X8,26/06/2015,24.3,29.7,19.3,64,0,1010.4,30.7,1.9,219,8.3,246
X8,27/06/2015,25,30.8,19.6,65,0,1008.9,29.6,1.8,159,5.6,177
X8,28/06/2015,25.3,30.1,20.4,57,0,1008.9,30.4,1.5,170,7.3,163
X8,29/06/2015,27,32.9,21.5,43,0,1009.8,30.5,2,217,9.9,218
X8,30/06/2015,27.1,33.6,22.4,41,0,1007.5,29.2,1.8,229,8,217
X8,01/07/2015,26.2,30.5,21.4,52,0,1007.9,29,2.1,97,8.1,78
X8,02/07/2015,26.1,30.6,23.1,51,0,1010.7,22.3,2.9,82,11.3,88
X8,03/07/2015,26.9,31.6,22.2,42,0,1012.9,28,2.1,93,7.1,84
X8,04/07/2015,28.4,36.2,22.7,42,0,1011.3,28.1,1.3,207,6.5,160
X8,05/07/2015,28.7,34.7,23,36,0,1008.5,29.5,2.4,243,10.3,208
X8,06/07/2015,28.6,34.1,22.9,37,0,1008.4,28.8,2.2,224,9.8,202
X8,07/07/2015,28.4,33.3,23.7,45,0,1005,28.7,2.5,224,10.3,209
X8,08/07/2015,25.7,29.6,23.3,65,0,1005.5,19.8,1.9,160,6.9,200
X8,09/07/2015,25.4,31.1,21.6,53,0,1006.8,29.6,2.1,226,9.3,211
X8,10/07/2015,25.7,31,20.6,59,0,1006.8,30,2.4,220,10.4,213
X8,11/07/2015,25.1,29.8,21.8,67,0,1009.5,26.1,2,164,7.3,159
X8,12/07/2015,26,31.2,21.9,67,0,1008.7,27.3,1.6,212,7,206
X8,13/07/2015,26.5,31.2,22.5,65,0,1008.5,24.2,1.7,204,7.2,214
X8,14/07/2015,26.7,31.8,22.1,59,0,1008.1,27.4,1.7,201,7.1,161
X8,15/07/2015,27.4,33.1,22.6,50,0,1006.9,24.7,1.6,213,7.8,240
X8,16/07/2015,27.3,32.8,22.3,47,0,1006.1,26.9,1.8,189,8.7,195
X8,17/07/2015,27,32.1,22.5,64,0,1007.8,27.6,1.5,174,6.7,150
X8,18/07/2015,27.5,33.2,23.6,58,0,1006.6,26.9,1.9,200,7.8,262
X8,19/07/2015,26.7,31.5,22.9,58,0,1005.3,26.5,2,114,6.3,89
X8,20/07/2015,27.2,32,23.4,68,0,1005.5,23.7,1.6,197,7.2,162
X8,21/07/2015,28.3,34.4,24.2,59,0,1004.8,27,1.9,219,7.4,212
X8,22/07/2015,27.9,35,22.8,54,0.3,1004.9,27.8,2.6,145,15.9,317
X8,23/07/2015,27.5,32.2,23.8,61,0,1004.1,27.3,2.6,234,10.5,196
X8,24/07/2015,27.5,31.5,23.8,69,0.1,1000.4,27,2.4,209,10.7,226
X8,25/07/2015,24.9,28.3,22.5,68,1.8,1004.7,15.4,1.9,172,6.9,81
X8,26/07/2015,25.7,30,21.4,63,0,1004,22.9,2.5,230,11.5,214
X8,27/07/2015,24.3,25.7,23,69,0,1003.3,8.8,2.2,91,7.7,83
X8,28/07/2015,24.4,26.2,22.4,73,0.3,1004,4.8,1.6,206,5.9,46
X8,29/07/2015,26.6,30.7,23.5,71,0,1002,20.3,2.7,173,8.3,209
X8,30/07/2015,23.8,26.8,20.9,65,0,1003.1,14.3,2.3,113,7.6,89
X8,31/07/2015,23.1,27.2,17.8,63,4.4,1002.1,19,2.2,98,13,287
X8,01/08/2015,21.9,26.8,17.2,69,11.4,1005,21.9,2,107,10.2,84
X8,02/08/2015,23.9,28.5,18.9,66,0,1007,28.3,2.5,232,10.4,205
X8,03/08/2015,26.2,31,21.3,65,0,1006.3,26.4,2.1,232,9.2,237
X8,04/08/2015,26.3,32.2,22.2,62,0.4,1005.9,24.9,2.1,109,9.6,304
X8,05/08/2015,26.5,32.8,21.2,62,0,1004.9,26.8,1.7,212,7.6,160
X8,06/08/2015,26.2,30.8,22,67,0,1005.2,26.9,1.6,124,5.7,103
X8,07/08/2015,27.2,32.6,22.9,68,0,1004.9,25.2,1.7,117,6.7,115
X8,08/08/2015,25.1,31.5,20.1,68,2.1,1008.2,12.4,1.8,297,11.7,231
X8,09/08/2015,23.2,28.7,19.3,56,0.8,1008.8,22.3,2.2,275,7.7,306
X8,10/08/2015,24.4,29.5,20.9,63,0,1005.8,25.2,1.9,107,7.3,126
X8,11/08/2015,25.3,30.6,20.2,61,0,1004.9,27.1,1.9,222,7.4,207
X8,12/08/2015,25.8,30.2,23.1,75,0,1006.8,11.2,1.7,220,7.6,225
X8,13/08/2015,25.9,31,22.6,71,0.8,1003.4,17.8,2,213,8.6,221
X8,14/08/2015,23.8,28.1,20.7,61,0,1003.8,22.6,2.7,206,11.4,220
X8,15/08/2015,20.7,27.9,15.8,69,6.9,1004,12.9,1.6,116,7.7,24
X8,16/08/2015,21.7,27.5,15.8,65,0,1003.4,22.9,1.5,198,8.5,233
X8,17/08/2015,22.4,26.5,19.8,63,0.4,1003.4,15.9,2.7,90,9.9,105
X8,18/08/2015,19.8,23.7,16.2,69,14.3,1005.3,10.4,1.6,67,6.4,79
X8,19/08/2015,22.5,27.3,17.7,59,0,1008.5,25.6,1.9,226,9.7,207
X8,20/08/2015,24.1,29.4,19.1,71,0,1011.2,22.3,1.7,218,7.4,240
X8,21/08/2015,24.9,29.8,20.7,72,0,1010.1,22.9,1.9,230,8.6,196
X8,22/08/2015,24.8,29.8,21.9,71,0.3,1005,18.1,1.6,188,6.9,168
X8,23/08/2015,25.3,29.9,21.4,66,0,997.8,23.5,1.9,227,9.5,226
X8,24/08/2015,25.5,31.8,21.8,43,0,1000.5,24.8,3.3,324,10.1,309
X8,25/08/2015,23.1,27.4,18.2,58,0,1009.5,24.4,1.9,217,8.1,243
X8,26/08/2015,24.1,28.9,18.8,68,0,1007.2,23.9,2.5,232,10.5,202
X8,27/08/2015,24.9,29.9,21.3,69,0,1006.1,23.9,2.1,221,10.6,162
X8,28/08/2015,25.5,31.3,21,69,0,1008.3,21.6,1.6,178,6.3,202
X8,29/08/2015,25.4,30.7,21.1,67,0,1010,24.3,1.8,101,5.8,137
X8,30/08/2015,25,30.5,20,64,0,1008.8,23.4,1.7,94,5.7,80
X8,31/08/2015,25.8,31.1,21.4,66,0.1,1005,18.8,1.7,225,10.1,300
X8,01/09/2015,24.8,30.5,21.5,58,0,1005.8,22.8,2.1,223,13.3,303
X8,02/09/2015,22.1,25.3,18.7,72,6,1005.8,10.6,1.7,130,8,301
X8,03/09/2015,21.5,25,20,64,0.4,1004.3,15.1,3.1,82,9.4,95
